Date,wdsp,wdsp^3,glorad
19/02/2019,10.7,114.49,272
20/02/2019,13.5,182.25,469
21/02/2019,12.3,151.29,598
22/02/2019,12,144,437
23/02/2019,9.5,90.25,381
24/02/2019,5.8,33.64,493
25/02/2019,4.8,23.04,882
26/02/2019,2.9,8.41,1086
27/02/2019,4.2,17.64,620
28/02/2019,4.8,23.04,239
01/03/2019,7,49,746
02/03/2019,13.3,176.89,293
03/03/2019,9.2,84.64,128
04/03/2019,9.2,84.64,681
05/03/2019,12.3,151.29,880
06/03/2019,11.2,125.44,471
07/03/2019,13.8,190.44,797
08/03/2019,10,100,466
09/03/2019,12,144,812
10/03/2019,13.8,190.44,1069
11/03/2019,13.3,176.89,819
12/03/2019,18.9,357.21,1013
13/03/2019,18.2,331.24,1023
14/03/2019,16.2,262.44,812
15/03/2019,14.6,213.16,892
16/03/2019,14.2,201.64,484
17/03/2019,10.9,118.81,1298
18/03/2019,8.9,79.21,476
19/03/2019,8.6,73.96,729
20/03/2019,8.5,72.25,782
21/03/2019,8.5,72.25,691
22/03/2019,10.7,114.49,531
23/03/2019,3.1,9.61,1116
24/03/2019,10.1,102.01,1139
25/03/2019,4.3,18.49,968
26/03/2019,4.7,22.09,1424
27/03/2019,4.2,17.64,1141
28/03/2019,5.4,29.16,1829
29/03/2019,5,25,1511
30/03/2019,4.2,17.64,712
31/03/2019,6,36,1013
01/04/2019,6.5,42.25,790
02/04/2019,8.9,79.21,1475
03/04/2019,11.4,129.96,861
